	46_x1_CHR	46_x1_POS	46_x2_CHR	46_x2_POS	47_x1_CHR	47_x1_POS	47_x2_CHR	47_x2_POS	95_x1_CHR	95_x1_POS	95_x2_CHR	95_x2_POS
51970	1	43.43	#N/A	#N/A	1	24.73	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
22122	#N/A	#N/A	#N/A	#N/A	3	24.73	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
1258	3	235.06	3	144.37	3	24.73	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
23949	3	235.06	3	297.42	3	85.73	3	24.73	12	184.85	12	27.16
99284	3	227.03	#N/A	#N/A	3	286.22	3	24.73	#N/A	#N/A	#N/A	#N/A
64670	#N/A	#N/A	#N/A	#N/A	3	24.73	#N/A	#N/A	12	27.16	12	223.36
12826	3	358.28	#N/A	#N/A	3	24.73	3	86.03	12	28.07	#N/A	#N/A
40847	3	136.09	3	235.06	3	24.73	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
83312	3	358.28	#N/A	#N/A	3	286.22	3	24.73	12	223.66	12	186.37
4323	3	358.28	3	136.09	3	286.22	3	24.73	12	61.08	#N/A	#N/A
17349	3	358.28	#N/A	#N/A	3	24.73	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
79277	3	235.06	#N/A	#N/A	3	24.73	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
84202	3	274.46	3	235.06	3	24.73	3	86.03	12	61.69	12	223.36
96391	3	297.42	#N/A	#N/A	3	24.73	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
22493	3	358.28	3	235.06	3	24.73	3	86.34	12	25.95	12	185.46
68176	3	24.73	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	12	36.32	#N/A	#N/A
238092	3	274.46	3	235.06	3	287.44	#N/A	#N/A	12	24.73	12	223.97
80164	#N/A	#N/A	#N/A	#N/A	8	24.75	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
10500	#N/A	#N/A	#N/A	#N/A	8	24.75	#N/A	#N/A	8	25.96	#N/A	#N/A
51934	#N/A	#N/A	#N/A	#N/A	8	24.75	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
25082	10	45.24	#N/A	#N/A	8	24.75	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
38041	10	45.69	#N/A	#N/A	10	40.98	8	24.75	10	43.12	#N/A	#N/A
122668	#N/A	#N/A	#N/A	#N/A	8	24.75	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
64957	#N/A	#N/A	#N/A	#N/A	8	24.75	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
64828	#N/A	#N/A	#N/A	#N/A	11	24.82	#N/A	#N/A	11	26.64	#N/A	#N/A
1453	11	24.82	8	52.7	8	49.36	#N/A	#N/A	11	26.64	#N/A	#N/A
95901	11	24.82	#N/A	#N/A	11	29.91	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
78692	11	24.82	8	52.7	#N/A	#N/A	#N/A	#N/A	8	49.82	#N/A	#N/A
28550	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	11	24.82	#N/A	#N/A
36799	#N/A	#N/A	#N/A	#N/A	13	24.88	#N/A	#N/A	13	25.49	#N/A	#N/A
74660	8	24.9	8	25.36	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
127242	18	24.9	#N/A	#N/A	18	27.16	#N/A	#N/A	7	65.52	18	27.33
130745	20	29.81	#N/A	#N/A	20	26.47	#N/A	#N/A	20	24.95	#N/A	#N/A
251455	#N/A	#N/A	#N/A	#N/A	1	25.03	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
117061	#N/A	#N/A	#N/A	#N/A	1	25.03	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
102358	#N/A	#N/A	#N/A	#N/A	3	25.03	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
66689	3	136.09	3	274.46	#N/A	#N/A	#N/A	#N/A	12	25.04	#N/A	#N/A
126195	8	25.05	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
30564	8	25.36	#N/A	#N/A	8	25.05	#N/A	#N/A	8	25.36	#N/A	#N/A
224992	8	26.72	#N/A	#N/A	8	25.05	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
36081	#N/A	#N/A	#N/A	#N/A	8	25.21	8	25.05	#N/A	#N/A	#N/A	#N/A
71618	#N/A	#N/A	#N/A	#N/A	8	33.08	8	25.05	#N/A	#N/A	#N/A	#N/A
10780	#N/A	#N/A	#N/A	#N/A	8	25.05	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
40110	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	8	25.05	#N/A	#N/A
35105	8	25.05	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
38342	#N/A	#N/A	#N/A	#N/A	20	25.1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
41944	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	11	25.12	#N/A	#N/A
80668	1	142.13	#N/A	#N/A	1	25.19	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
42506	#N/A	#N/A	#N/A	#N/A	1	25.19	#N/A	#N/A	1	40.25	1	146.07
84723	#N/A	#N/A	#N/A	#N/A	1	25.19	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
67448	#N/A	#N/A	#N/A	#N/A	1	25.19	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
31293	22	25.2	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
33379	18	25.24	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
146447	18	25.24	#N/A	#N/A	18	26.98	#N/A	#N/A	18	27.16	#N/A	#N/A
125813	18	25.24	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
62929	18	25.24	#N/A	#N/A	18	25.24	#N/A	#N/A	18	27.33	#N/A	#N/A
40084	18	25.24	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	18	27.33	7	71
7410	18	25.24	#N/A	#N/A	18	27.16	#N/A	#N/A	18	27.33	#N/A	#N/A
70784	3	235.06	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	12	25.34	#N/A	#N/A
17637	3	235.06	#N/A	#N/A	3	87.25	3	324.42	12	25.34	12	185.16
70001	8	26.72	#N/A	#N/A	8	25.36	#N/A	#N/A	8	25.96	#N/A	#N/A
105838	8	26.72	#N/A	#N/A	8	25.36	#N/A	#N/A	8	25.96	#N/A	#N/A
96714	8	25.96	#N/A	#N/A	8	25.36	#N/A	#N/A	8	25.96	#N/A	#N/A
89403	11	25.42	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
10829	11	25.42	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	8	49.36	11	29.91
25397	11	25.42	#N/A	#N/A	11	25.42	8	49.36	11	29.91	#N/A	#N/A
42555	11	25.42	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
124425	11	25.42	#N/A	#N/A	11	25.42	#N/A	#N/A	11	26.64	#N/A	#N/A
18343	11	25.42	8	52.7	8	48	11	26.49	#N/A	#N/A	#N/A	#N/A
101766	11	25.42	#N/A	#N/A	11	25.42	#N/A	#N/A	11	26.64	#N/A	#N/A
94203	#N/A	#N/A	#N/A	#N/A	11	25.42	#N/A	#N/A	11	26.49	#N/A	#N/A
87755	30	35.26	#N/A	#N/A	30	25.47	#N/A	#N/A	30	32.51	#N/A	#N/A
68706	1	41.76	1	139.25	1	143.04	1	25.64	1	40.4	#N/A	#N/A
22131	3	109.84	#N/A	#N/A	3	284.1	#N/A	#N/A	12	187.29	12	25.64
42886	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	12	25.64	#N/A	#N/A
75402	3	297.42	#N/A	#N/A	3	325.95	#N/A	#N/A	12	25.64	12	185.16
22701	#N/A	#N/A	#N/A	#N/A	22	25.65	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
7889	10	25.77	#N/A	#N/A	8	49.36	10	26.07	#N/A	#N/A	#N/A	#N/A
125958	1	139.25	#N/A	#N/A	1	25.79	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
119121	8	25.81	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	8	25.96	#N/A	#N/A
14965	10	25.92	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
120921	#N/A	#N/A	#N/A	#N/A	1	140.16	1	25.94	1	143.04	1	39.04
98853	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	4	25.94	#N/A	#N/A
42583	3	262.46	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	12	25.95	12	186.37
68470	#N/A	#N/A	#N/A	#N/A	3	201.67	#N/A	#N/A	12	25.95	#N/A	#N/A
110580	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	12	25.95	#N/A	#N/A
106356	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	12	25.95	#N/A	#N/A
72883	3	144.67	#N/A	#N/A	3	58.18	#N/A	#N/A	12	25.95	12	187.9
75537	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	12	25.95	#N/A	#N/A
83924	#N/A	#N/A	#N/A	#N/A	3	328.09	3	44.59	12	25.95	12	60.78
83407	#N/A	#N/A	#N/A	#N/A	3	285.01	#N/A	#N/A	12	25.95	#N/A	#N/A
91852	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	12	60.47	12	25.95
27956	#N/A	#N/A	#N/A	#N/A	3	328.09	3	201.97	12	25.95	12	187.29
108710	3	357.67	3	137.01	#N/A	#N/A	#N/A	#N/A	12	25.95	#N/A	#N/A
29733	3	262.46	3	137.92	3	284.4	#N/A	#N/A	12	25.95	12	186.98
60330	#N/A	#N/A	#N/A	#N/A	3	328.09	#N/A	#N/A	12	25.95	#N/A	#N/A
94133	8	25.96	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
179845	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	8	25.96	#N/A	#N/A
124159	8	26.72	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	8	25.96	#N/A	#N/A
15029	8	26.72	8	26.26	#N/A	#N/A	#N/A	#N/A	8	26.11	8	25.96
392958	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	8	25.96	#N/A	#N/A
34395	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	6	26.16	#N/A	#N/A
86565	#N/A	#N/A	#N/A	#N/A	6	40.89	#N/A	#N/A	6	26.16	#N/A	#N/A
108485	#N/A	#N/A	#N/A	#N/A	19	27.84	#N/A	#N/A	19	26.17	#N/A	#N/A
57622	#N/A	#N/A	#N/A	#N/A	1	26.24	#N/A	#N/A	1	37.22	#N/A	#N/A
236850	3	138.22	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	12	60.78	12	26.25
32375	3	261.55	#N/A	#N/A	3	284.1	#N/A	#N/A	12	26.25	12	60.17
75117	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	12	26.25	#N/A	#N/A
65179	#N/A	#N/A	#N/A	#N/A	3	327.48	#N/A	#N/A	12	26.25	#N/A	#N/A
65370	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	12	26.25	#N/A	#N/A
2544	3	356.45	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	12	26.25	#N/A	#N/A
112556	3	235.67	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	12	26.25	12	61.39
75663	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	12	60.47	12	26.25
27994	3	137.92	#N/A	#N/A	3	284.1	3	201.97	12	221.84	12	26.25
192392	#N/A	#N/A	#N/A	#N/A	3	26.26	3	323.82	#N/A	#N/A	#N/A	#N/A
71137	3	106.48	3	358.28	3	26.26	3	87.25	12	223.97	#N/A	#N/A
55947	#N/A	#N/A	#N/A	#N/A	3	26.26	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
35362	3	105.26	#N/A	#N/A	3	26.26	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
76031	3	297.42	#N/A	#N/A	3	26.26	3	324.42	12	223.97	#N/A	#N/A
23095	3	135.79	3	358.28	3	26.26	3	324.42	12	64.44	#N/A	#N/A
32898	#N/A	#N/A	#N/A	#N/A	3	86.95	3	26.26	#N/A	#N/A	#N/A	#N/A
78553	3	26.26	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	12	198.31	#N/A	#N/A
117012	3	356.45	3	109.23	3	201.67	#N/A	#N/A	12	26.55	#N/A	#N/A
35009	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	12	26.55	#N/A	#N/A
120682	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	12	26.55	#N/A	#N/A
39846	3	236.28	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	12	26.55	#N/A	#N/A
69284	#N/A	#N/A	#N/A	#N/A	3	327.48	#N/A	#N/A	12	26.55	#N/A	#N/A
94975	#N/A	#N/A	#N/A	#N/A	8	26.72	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
73589	8	26.72	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
259440	8	26.72	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
125063	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	8	26.72	#N/A	#N/A
105394	1	138.34	#N/A	#N/A	1	26.85	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
21090	3	109.84	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	12	26.86	12	221.23
59683	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	8	26.87	#N/A	#N/A
127215	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	6	26.92	#N/A	#N/A
78820	#N/A	#N/A	#N/A	#N/A	8	27.02	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
67148	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	12	27.16	#N/A	#N/A
84841	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	12	27.16	#N/A	#N/A
38022	3	358.28	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	12	27.16	#N/A	#N/A
151925	7	65.37	18	29.07	#N/A	#N/A	#N/A	#N/A	7	65.37	18	27.16
265854	10	44.63	#N/A	#N/A	10	40.38	8	27.17	10	41.28	#N/A	#N/A
127075	10	27.29	#N/A	#N/A	10	33.4	#N/A	#N/A	8	50.42	#N/A	#N/A
31469	#N/A	#N/A	#N/A	#N/A	1	140.16	1	27.3	1	34.32	1	139.25
86775	#N/A	#N/A	#N/A	#N/A	2	27.33	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
80520	1	34.47	#N/A	#N/A	1	27.45	#N/A	#N/A	1	139.25	1	33.87
226562	#N/A	#N/A	#N/A	#N/A	1	27.45	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
67973	1	34.32	1	138.34	1	27.45	1	140.16	1	139.1	1	33.26
84736	1	34.47	#N/A	#N/A	1	27.45	#N/A	#N/A	1	34.32	#N/A	#N/A
124538	#N/A	#N/A	#N/A	#N/A	8	28.38	#N/A	#N/A	8	27.47	#N/A	#N/A
237802	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	12	27.47	#N/A	#N/A
26871	#N/A	#N/A	#N/A	#N/A	3	86.03	3	286.22	12	184.55	12	27.47
250569	3	263.07	3	358.28	3	286.22	3	86.03	12	223.36	12	27.47
55554	3	217.26	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	12	184.85	12	27.47
35380	3	235.06	3	297.42	#N/A	#N/A	#N/A	#N/A	12	27.47	#N/A	#N/A
86378	3	137.31	3	262.46	3	284.4	#N/A	#N/A	12	27.47	12	187.9
64375	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	12	27.47	#N/A	#N/A
28151	3	135.79	#N/A	#N/A	3	87.55	3	27.49	#N/A	#N/A	#N/A	#N/A
72606	#N/A	#N/A	#N/A	#N/A	3	27.49	3	324.42	12	224.27	#N/A	#N/A
60445	#N/A	#N/A	#N/A	#N/A	3	324.42	3	27.49	12	28.07	#N/A	#N/A
21365	3	135.79	#N/A	#N/A	3	27.49	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
37956	29	75.3	#N/A	#N/A	9	29.35	#N/A	#N/A	9	27.53	29	70.88
121593	10	28.2	#N/A	#N/A	10	30.96	#N/A	#N/A	10	27.59	#N/A	#N/A
31570	3	274.46	#N/A	#N/A	3	286.22	3	86.34	12	184.85	12	27.77
30908	3	106.48	3	358.28	3	86.03	3	286.22	12	27.77	12	223.66
44000	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	12	27.77	#N/A	#N/A
26189	3	298.02	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	12	27.77	#N/A	#N/A
65619	3	297.42	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	12	27.77	#N/A	#N/A
52414	3	107.09	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	12	27.77	#N/A	#N/A
56463	3	106.18	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	12	27.77	#N/A	#N/A
14689	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	12	27.77	#N/A	#N/A
9060	#N/A	#N/A	#N/A	#N/A	8	31.41	#N/A	#N/A	8	27.78	#N/A	#N/A
105702	#N/A	#N/A	#N/A	#N/A	2	27.79	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
31262	#N/A	#N/A	#N/A	#N/A	19	27.84	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
39953	25	27.88	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
73461	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	8	27.93	#N/A	#N/A
91900	#N/A	#N/A	#N/A	#N/A	8	30.2	#N/A	#N/A	8	27.93	#N/A	#N/A
28224	2	27.94	#N/A	#N/A	2	28.84	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
119687	2	27.94	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
100697	2	27.94	#N/A	#N/A	2	28.24	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
52269	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	2	27.94	#N/A	#N/A
1835	2	27.94	#N/A	#N/A	2	28.24	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
21702	2	27.94	#N/A	#N/A	2	28.24	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
85370	#N/A	#N/A	#N/A	#N/A	1	28.06	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
44170	3	106.48	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	12	28.07	#N/A	#N/A
33880	8	33.24	#N/A	#N/A	8	30.35	#N/A	#N/A	8	28.08	#N/A	#N/A
4353	2	28.09	#N/A	#N/A	2	174.47	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
26071	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	2	28.09	#N/A	#N/A
31255	2	28.09	#N/A	#N/A	2	28.24	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
40462	#N/A	#N/A	#N/A	#N/A	2	28.09	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
36978	10	28.2	#N/A	#N/A	10	31.72	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
13314	18	28.2	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
114431	18	28.2	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
270423	18	28.2	7	65.37	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
40434	18	28.2	#N/A	#N/A	7	65.37	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
29511	18	28.89	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	18	28.2	#N/A	#N/A
24351	#N/A	#N/A	#N/A	#N/A	1	28.21	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
123538	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	2	28.24	2	133.34
89428	#N/A	#N/A	#N/A	#N/A	2	28.24	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
120452	#N/A	#N/A	#N/A	#N/A	2	28.24	#N/A	#N/A	2	172.65	#N/A	#N/A
30265	#N/A	#N/A	#N/A	#N/A	2	28.24	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
259347	#N/A	#N/A	#N/A	#N/A	2	28.24	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
71104	#N/A	#N/A	#N/A	#N/A	2	28.24	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
99132	#N/A	#N/A	#N/A	#N/A	2	28.24	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
71162	#N/A	#N/A	#N/A	#N/A	2	28.24	#N/A	#N/A	2	172.65	#N/A	#N/A
13032	#N/A	#N/A	#N/A	#N/A	2	28.24	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
77014	#N/A	#N/A	#N/A	#N/A	2	28.24	#N/A	#N/A	2	130.31	2	172.5
114036	#N/A	#N/A	#N/A	#N/A	2	28.24	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
34148	2	28.24	#N/A	#N/A	2	30.67	#N/A	#N/A	2	174.93	#N/A	#N/A
29500	#N/A	#N/A	#N/A	#N/A	2	28.24	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
89733	2	28.24	#N/A	#N/A	2	30.37	#N/A	#N/A	2	174.93	#N/A	#N/A
284849	#N/A	#N/A	#N/A	#N/A	2	28.24	2	28.84	#N/A	#N/A	#N/A	#N/A
81773	#N/A	#N/A	#N/A	#N/A	1	28.36	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
27893	#N/A	#N/A	#N/A	#N/A	1	28.36	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
29681	#N/A	#N/A	#N/A	#N/A	8	28.38	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
73448	22	28.39	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
33101	22	28.54	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	22	28.39	#N/A	#N/A
5200	#N/A	#N/A	#N/A	#N/A	6	28.44	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
44426	10	35.22	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	10	28.65	#N/A	#N/A
41631	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	10	28.65	#N/A	#N/A
83952	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	12	28.68	#N/A	#N/A
23999	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	2	28.69	#N/A	#N/A
95727	14	28.73	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
37448	#N/A	#N/A	#N/A	#N/A	1	28.82	#N/A	#N/A	1	28.82	#N/A	#N/A
128492	#N/A	#N/A	#N/A	#N/A	10	47.96	23	29.05	#N/A	#N/A	#N/A	#N/A
101994	18	29.59	#N/A	#N/A	18	29.07	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
76297	29	29.19	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	29	29.19	#N/A	#N/A
4347	18	30.28	#N/A	#N/A	18	29.24	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
123476	18	29.24	#N/A	#N/A	7	57.02	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
76139	#N/A	#N/A	#N/A	#N/A	8	29.75	#N/A	#N/A	8	29.29	#N/A	#N/A
92404	2	29.3	#N/A	#N/A	2	30.67	#N/A	#N/A	2	30.37	#N/A	#N/A
47650	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	2	29.3	2	135
35453	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	2	29.3	#N/A	#N/A
33916	26	29.34	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
51642	4	41.6	4	103.71	#N/A	#N/A	#N/A	#N/A	24	29.4	#N/A	#N/A
25723	18	29.59	#N/A	#N/A	18	29.41	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
89996	18	29.59	#N/A	#N/A	18	29.41	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
23331	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	18	29.41	#N/A	#N/A
86518	23	31.3	#N/A	#N/A	23	29.57	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
94674	23	29.57	23	30.26	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
104260	#N/A	#N/A	#N/A	#N/A	19	29.67	#N/A	#N/A	19	30.58	#N/A	#N/A
33473	8	33.24	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	8	29.75	#N/A	#N/A
100823	18	29.76	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
173639	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	18	29.76	#N/A	#N/A
2740	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	12	189.42	12	29.9
37808	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	11	29.91	#N/A	#N/A
32405	14	29.94	24	50.59	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
77493	14	29.94	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
32497	#N/A	#N/A	#N/A	#N/A	11	55.67	#N/A	#N/A	34	30.14	#N/A	#N/A
37028	34	30.14	#N/A	#N/A	14	80.48	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
110480	3	244.23	3	345.14	3	45.2	3	282.88	12	30.21	#N/A	#N/A
5288	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	12	57.43	12	30.21
73456	3	141.91	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	12	58.95	12	30.21
14133	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	16	52.41	23	30.26
30183	#N/A	#N/A	#N/A	#N/A	25	30.32	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
101234	8	40.27	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	8	30.5	10	39.77
315275	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	8	30.5	#N/A	#N/A
